"","geoid10","m0009w","m1019w","m2029w","m3039w","m4049w","m5059w","m6069w","m70upw","f0009w","f1019w","f2029w","f3039w","f4049w","f5059w","f6069w","f70upw","m0009b","m1019b","m2029b","m3039b","m4049b","m5059b","m6069b","m70upb","f0009b","f1019b","f2029b","f3039b","f4049b","f5059b","f6069b","f70upb","m0009a","m1019a","m2029a","m3039a","m4049a","m5059a","m6069a","m70upa","f0009a","f1019a","f2029a","f3039a","f4049a","f5059a","f6069a","f70upa","m0009o","m1019o","m2029o","m3039o","m4049o","m5059o","m6069o","m70upo","f0009o","f1019o","f2029o","f3039o","f4049o","f5059o","f6069o","f70upo","m0009h","m1019h","m2029h","m3039h","m4049h","m5059h","m6069h","m70uph","f0009h","f1019h","f2029h","f3039h","f4049h","f5059h","f6069h","f70uph"
"159",12031016726,161,137,170,211,197,169,159,83,133,133,192,200,204,273,191,169,22,27,22,18,25,11,9,0,25,28,17,28,21,21,12,5,1,9,5,11,6,6,6,3,4,4,9,9,9,12,7,1,17,11,9,7,5,2,5,0,12,12,3,2,4,7,4,3,38,23,26,26,20,15,8,4,27,24,21,27,21,25,5,4
"160",12031016727,119,104,116,134,137,129,99,181,92,96,112,127,154,162,118,488,11,13,12,11,17,16,3,4,8,11,9,12,9,22,5,15,5,4,7,8,2,3,3,2,6,5,9,5,7,7,0,3,13,11,3,4,5,2,0,0,8,7,5,5,1,2,0,0,26,28,53,32,37,21,3,6,30,21,30,16,26,18,8,14
"161",12031016728,210,229,179,217,284,292,162,62,183,214,197,208,287,351,169,115,31,36,19,14,37,27,13,3,20,25,18,19,35,33,15,2,10,23,17,11,24,12,8,9,11,13,8,14,19,23,9,5,18,7,6,10,5,3,9,1,6,8,6,6,2,6,3,3,19,36,23,28,29,18,12,6,20,35,18,20,22,19,11,12
"162",12031016729,209,314,339,301,347,376,225,106,195,279,321,320,400,422,240,142,32,56,57,42,60,30,13,5,40,57,49,47,73,42,13,10,11,11,13,19,12,7,6,4,12,12,19,23,12,13,5,2,28,11,12,4,5,6,0,1,16,21,14,14,9,8,7,1,58,49,68,43,37,30,20,6,46,41,62,32,36,21,17,11
"163",12031016801,71,116,79,64,118,209,175,107,87,107,72,65,158,214,181,135,2,3,2,2,4,4,2,0,5,1,1,3,3,5,2,1,4,3,2,4,2,4,3,1,5,3,4,5,2,4,5,0,7,3,2,1,2,6,2,1,7,4,3,2,3,1,3,0,7,7,3,4,7,6,8,5,9,7,6,10,8,9,9,2
"164",12031016803,288,402,240,250,495,577,462,241,260,410,221,266,549,636,448,284,9,15,18,12,24,26,15,6,9,20,10,15,20,25,12,9,5,17,7,7,17,15,5,9,5,7,7,5,29,20,14,9,14,15,8,9,12,5,8,2,13,15,9,7,7,14,4,3,15,34,11,23,23,20,8,6,27,34,12,33,29,22,9,5
"165",12031016804,300,454,270,239,524,694,561,296,296,425,206,287,578,777,549,324,11,30,4,11,27,26,17,7,7,21,12,19,24,23,18,8,7,11,4,12,13,10,13,5,8,14,10,12,21,18,13,5,25,21,3,6,10,2,2,4,21,20,5,6,10,4,4,4,33,34,13,9,29,25,15,9,27,23,15,22,36,20,9,10
"166",12031016805,345,353,226,359,446,384,249,135,329,393,229,385,465,415,241,324,40,72,24,39,72,56,25,8,41,71,35,47,87,53,29,27,62,66,31,55,68,48,20,7,75,70,30,84,79,39,27,10,37,23,7,16,12,2,3,0,31,22,11,12,17,6,5,4,57,49,30,33,45,36,16,7,32,47,31,39,59,28,16,19
"167",12031016806,493,501,723,712,768,666,455,201,433,465,768,664,716,756,480,258,37,54,59,63,52,36,21,6,44,58,86,79,78,61,21,10,37,24,44,77,44,18,6,3,44,35,57,75,48,29,16,7,36,26,28,27,14,7,0,0,42,20,29,35,14,14,5,1,63,56,77,72,62,26,21,6,73,70,72,86,75,36,17,13
"168",12031016807,170,170,186,232,204,199,124,76,175,169,187,233,242,234,167,106,17,19,10,15,18,15,5,3,18,17,13,18,18,10,9,6,6,6,7,11,6,5,5,3,8,6,6,10,7,9,5,5,16,12,4,9,10,0,2,0,20,9,7,14,4,4,3,0,38,31,25,26,27,15,9,4,34,31,22,39,35,16,12,10
"169",12031016808,156,110,213,194,183,132,137,93,127,124,200,163,197,203,196,174,36,33,28,31,23,25,4,4,25,29,34,29,20,28,4,9,5,7,11,6,8,3,2,3,1,8,9,10,5,4,5,4,11,10,9,9,7,4,2,1,11,12,7,7,6,3,4,0,28,27,35,24,26,12,3,3,28,20,36,29,31,18,5,11
"170",12031017100,114,62,407,331,203,207,185,235,106,74,455,257,188,245,189,572,59,54,62,69,64,62,20,33,38,57,50,45,60,47,36,88,8,4,19,18,8,2,2,2,10,3,13,20,8,7,3,4,14,4,18,20,12,1,7,2,18,10,23,12,2,7,2,7,17,7,48,20,16,8,1,8,21,6,33,25,9,5,7,22
"171",12031017200,13,5,117,87,108,93,47,34,15,3,100,52,41,48,44,36,81,43,48,72,114,178,54,46,82,66,64,46,61,96,67,69,1,1,5,14,2,0,3,0,2,1,13,4,4,1,8,1,9,3,6,7,4,8,2,0,7,4,5,5,0,1,1,1,12,5,12,13,8,17,6,4,7,6,7,11,9,5,4,5
"172",12031017300,364,355,378,325,384,431,270,224,376,350,403,333,394,444,289,272,73,77,65,56,47,48,22,16,74,88,60,72,58,50,26,29,1,1,3,4,5,6,0,0,3,6,4,3,3,5,2,1,42,16,14,4,9,12,4,2,24,21,13,11,8,12,4,2,33,19,35,21,12,6,2,2,39,22,29,20,20,9,1,3
"173",12031017400,5,20,19,15,36,27,9,2,13,4,20,23,23,16,6,5,201,219,129,152,137,178,79,55,200,226,172,187,191,164,102,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,3,4,4,1,3,1,0,14,5,2,9,1,5,1,2,12,8,3,4,3,1,1,0,4,3,4,8,2,4,2,0
"174",12031990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",12089050101,163,206,187,178,273,399,421,317,161,197,180,221,343,484,516,484,61,65,52,52,65,78,46,44,55,80,49,48,69,94,70,102,6,3,1,3,4,0,1,2,0,1,3,8,5,4,8,1,14,16,4,7,7,4,5,7,14,17,7,1,9,5,5,4,30,32,90,49,28,22,9,6,22,28,47,28,16,19,7,2
"176",12089050102,106,122,130,105,144,214,198,157,96,134,120,106,177,222,208,214,6,15,9,6,16,13,9,8,3,10,5,7,8,12,20,12,1,4,0,1,1,2,0,2,1,4,4,0,1,4,0,3,3,3,4,3,1,3,3,1,7,2,2,2,2,3,4,0,4,12,4,8,7,1,2,3,7,7,9,5,5,4,2,2
"177",12089050201,15,13,10,11,26,84,262,365,11,22,11,11,36,111,330,368,0,0,1,3,0,3,4,1,2,3,3,2,1,7,4,3,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,2,2,2,2,3,3,1,0,3,2,2,2,1
"178",12089050202,205,321,233,232,369,495,450,350,185,279,232,250,395,566,490,413,20,18,11,9,15,19,21,9,19,15,21,18,21,27,19,15,10,7,4,11,1,5,3,1,5,3,14,4,7,10,1,0,15,5,6,11,5,6,6,6,12,9,8,1,6,6,4,3,21,25,31,22,20,20,6,7,22,27,18,20,18,13,7,7
"179",12089050203,89,107,104,78,128,245,397,337,84,111,88,68,147,342,416,287,6,3,14,1,11,19,14,9,3,4,8,6,8,10,16,9,0,4,0,0,1,4,3,2,1,5,1,3,2,8,2,1,7,1,3,2,3,2,2,2,7,5,4,1,2,5,1,3,5,3,6,2,5,4,6,2,4,7,7,4,8,2,7,8
"180",12089050301,456,397,484,504,413,405,284,172,406,367,460,479,422,408,264,169,62,60,62,61,36,51,21,6,51,73,38,65,59,38,16,20,4,1,6,3,10,3,1,3,6,1,8,11,8,13,2,1,24,20,9,16,10,10,8,3,29,16,7,6,8,6,3,2,45,27,25,34,35,12,3,3,33,32,25,43,24,22,5,6
"181",12089050302,358,438,401,396,484,477,315,201,360,402,365,386,476,467,330,265,17,21,28,14,35,16,11,13,19,21,16,16,32,33,27,30,2,3,5,5,2,2,2,0,1,5,10,6,4,4,2,3,21,10,7,2,11,11,2,4,11,13,8,9,11,9,3,1,24,10,13,16,10,10,3,4,15,13,13,8,16,8,5,4
"182",12089050303,648,671,487,619,816,913,806,431,630,638,451,714,868,946,777,423,47,64,30,36,56,55,41,16,42,54,29,44,57,56,50,25,5,6,7,15,15,5,7,7,11,4,12,12,14,13,15,2,27,23,13,14,7,14,6,12,35,25,13,11,12,11,11,2,42,29,23,32,24,24,10,11,41,28,31,30,25,20,6,9
"183",12089050400,544,572,469,494,602,599,456,338,525,619,487,510,632,574,463,369,29,32,20,25,35,39,24,21,27,42,15,29,32,43,27,25,2,1,1,2,2,1,2,0,2,1,3,3,3,1,5,3,19,18,6,7,3,8,9,2,20,11,8,8,4,12,3,4,15,19,6,8,9,9,1,2,11,10,7,9,16,4,3,7
"184",12089050502,428,503,353,358,574,524,358,267,353,455,370,406,574,510,332,302,8,23,4,13,20,16,12,3,17,20,8,18,16,15,8,1,5,2,4,1,8,2,1,1,1,3,3,10,6,3,2,0,13,11,9,6,5,12,4,1,16,10,5,9,13,10,3,2,18,21,9,14,19,10,2,1,22,15,14,7,18,6,5,6
"185",12089050503,338,412,304,320,385,370,257,188,322,415,279,344,422,343,281,246,18,45,34,24,36,33,21,13,19,40,14,27,35,28,33,36,0,0,3,0,7,0,1,0,1,4,2,4,1,1,2,1,15,16,3,4,7,4,7,0,14,15,4,5,6,3,4,1,11,15,9,10,8,1,9,0,19,21,8,12,7,6,1,1
"186",12089050504,248,309,190,229,324,301,208,134,201,296,192,227,344,288,224,138,3,4,2,1,3,3,5,1,2,3,3,5,2,5,2,0,0,0,0,0,1,2,1,3,0,0,1,1,0,4,2,0,8,6,7,6,3,1,3,1,12,7,3,2,3,3,2,1,9,11,4,5,9,2,1,2,10,5,4,7,4,3,2,1
"187",12089990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",13001950100,184,211,148,187,202,240,168,127,191,184,162,188,214,224,171,137,6,30,2,5,9,8,5,4,5,6,3,6,5,8,11,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1,4,1,1,1,1,1,0,3,4,2,1,1,2,0,1,2,14,11,13,11,5,1,0,1,15,13,9,3,5,2,1,0
"189",13001950200,148,151,132,128,156,157,105,71,131,116,114,138,143,163,115,108,140,161,183,123,149,118,97,49,143,152,97,129,133,142,106,79,0,4,0,0,3,1,1,0,1,3,1,2,1,0,0,0,6,3,1,1,0,3,2,1,7,6,1,1,1,2,0,1,62,43,49,36,18,11,5,1,49,40,30,31,10,8,5,2
"190",13001950300,180,227,150,187,212,271,214,164,215,185,165,209,240,273,298,297,89,66,39,31,59,45,20,9,70,79,43,70,59,40,32,22,9,7,4,5,7,4,2,3,4,7,5,5,7,6,7,3,13,4,2,2,2,0,6,1,13,11,0,2,3,2,2,0,90,93,135,91,52,24,8,7,71,50,54,55,19,13,1,5
"191",13001950400,71,74,60,56,78,94,83,70,60,59,59,60,74,86,73,81,21,13,10,10,16,27,18,12,19,18,19,10,14,32,16,19,0,1,0,0,0,0,0,0,0,2,1,0,1,2,1,0,9,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,6,4,7,0,2,0,0,1,3,4,4,2,2,2,0,1
"192",13001950500,178,217,152,192,259,243,230,117,204,204,168,203,249,238,203,158,17,23,11,9,15,17,12,6,14,14,7,14,15,9,5,8,0,0,0,0,1,0,0,1,0,1,0,2,1,1,1,0,8,8,9,2,4,0,3,1,4,4,2,0,4,0,1,1,50,41,46,39,24,10,5,3,63,30,30,30,13,3,3,4
"193",13025960100,485,505,375,417,482,469,299,206,414,478,373,407,505,462,284,216,9,13,7,12,17,19,15,5,10,16,8,13,18,24,10,9,2,1,2,1,1,0,0,0,1,0,1,1,0,2,1,0,14,16,2,1,3,8,8,2,15,11,9,9,8,15,5,2,7,8,11,12,7,2,6,0,12,10,10,5,7,10,2,0
"194",13025960200,398,450,331,357,420,402,314,192,371,413,326,371,419,404,323,297,17,18,21,6,12,13,6,9,26,17,18,16,14,18,18,11,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10,10,2,4,8,8,6,2,14,11,2,8,2,3,9,1,18,9,4,10,8,1,0,0,10,9,3,8,9,0,1,1
"195",13025960300,349,351,277,321,370,328,286,227,353,315,279,317,367,346,317,230,3,12,10,8,3,2,3,2,9,6,2,10,5,7,3,1,3,0,3,0,1,1,0,0,1,3,2,1,2,1,1,0,5,4,4,3,4,2,4,2,13,8,4,3,6,7,1,4,22,16,18,15,4,7,1,1,17,18,5,10,3,4,2,0
"196",13029920101,294,299,231,258,297,302,212,145,274,224,289,260,275,302,225,162,47,56,32,28,41,37,11,14,31,35,35,31,38,28,21,19,1,0,0,1,3,1,0,0,3,1,1,3,5,0,0,1,19,15,2,3,4,3,4,0,17,8,7,5,4,10,2,3,14,7,4,6,5,4,3,1,9,8,8,8,3,6,3,3
"197",13029920102,236,312,195,230,264,232,200,117,208,224,196,250,270,267,185,151,90,102,72,51,76,69,55,30,92,87,86,50,88,113,48,65,2,2,1,5,2,1,1,2,1,3,2,6,3,1,1,1,7,11,0,2,4,7,2,1,13,15,7,6,1,7,3,1,20,12,15,15,3,8,1,0,11,14,15,11,3,5,1,1
"198",13029920301,106,114,74,107,123,95,62,42,98,99,86,101,128,109,58,34,17,29,19,14,24,21,13,8,24,22,12,16,23,22,17,12,1,0,0,1,0,1,0,0,1,0,0,2,1,2,2,1,9,4,3,4,2,0,3,1,7,3,1,1,3,1,0,0,4,9,12,3,4,4,3,0,10,5,8,3,4,5,1,0
"199",13029920303,310,253,259,260,194,157,71,50,278,229,324,295,231,142,114,134,119,121,69,59,75,29,12,5,115,114,122,113,81,41,12,16,10,9,5,13,9,2,4,2,15,4,7,17,12,6,8,5,32,24,9,6,6,0,2,0,37,29,18,8,4,3,0,0,54,45,25,37,22,11,5,2,58,37,34,48,25,14,7,6
"200",13029920305,249,261,120,172,281,282,155,81,205,261,99,225,308,277,125,94,37,41,11,23,51,19,11,5,30,38,15,28,44,15,9,8,11,14,3,4,15,9,1,3,11,10,7,12,17,7,6,3,17,17,4,8,7,4,1,0,17,17,1,12,10,5,2,0,13,17,6,8,10,7,5,0,26,21,11,22,12,15,2,2
"201",13029920306,580,692,281,488,722,617,382,197,519,608,310,581,760,608,332,251,54,73,29,29,76,58,24,17,54,81,28,52,81,48,26,21,8,13,1,8,10,8,5,0,20,9,4,17,14,18,6,5,36,33,14,6,7,7,5,1,32,34,8,23,15,9,3,0,45,64,29,26,28,14,7,3,44,43,28,32,31,18,10,5
"202",13029980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",13031110100,165,190,162,152,210,181,143,112,177,215,138,189,209,169,165,150,81,89,51,49,62,75,47,27,89,100,57,69,66,75,54,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,8,2,2,2,5,1,1,12,8,2,1,0,1,1,3,21,21,15,14,17,8,2,3,21,14,14,11,8,4,3,1
"204",13031110200,285,270,331,303,346,325,216,211,277,278,287,291,328,332,261,265,284,303,325,224,190,197,111,83,255,222,216,204,213,205,147,115,11,2,6,7,11,6,3,1,7,8,7,11,10,6,1,0,22,19,6,5,3,5,4,3,16,11,7,8,7,7,3,4,27,14,30,19,17,6,5,0,19,9,21,13,5,4,7,0
"205",13031110300,371,358,453,338,385,373,364,198,327,315,458,364,383,392,363,223,152,138,111,78,97,94,62,28,139,121,131,107,113,105,64,46,6,11,9,7,13,8,2,2,7,10,8,15,10,9,3,1,15,9,10,3,5,6,2,0,23,14,6,5,4,1,5,1,74,30,73,68,30,11,6,4,64,24,55,45,11,9,1,2
"206",13031110401,49,41,341,65,33,47,30,53,38,51,301,49,42,49,40,127,123,106,173,103,103,115,74,45,121,118,178,107,134,117,91,79,1,2,9,2,3,3,2,1,1,5,11,8,3,2,1,1,11,11,10,2,4,1,1,0,2,8,8,2,4,0,0,2,7,5,14,10,3,2,1,2,8,7,14,11,3,3,1,0
"207",13031110403,31,279,1578,65,36,33,13,9,34,305,1234,36,33,22,19,20,72,184,767,67,25,10,3,3,105,233,708,61,45,19,7,2,4,6,31,11,2,0,0,0,1,2,38,9,0,1,1,0,17,13,49,10,1,2,1,0,5,15,45,5,1,1,0,0,51,42,128,45,3,3,3,0,38,29,96,30,1,1,1,1
"208",13031110404,4,1255,898,18,9,6,7,2,17,1145,809,13,12,9,2,3,56,467,610,43,12,10,3,0,50,555,658,41,12,10,2,2,2,24,58,5,2,0,0,0,3,17,32,5,2,0,0,0,4,41,38,3,0,0,0,0,4,33,43,0,1,0,1,0,5,34,76,11,2,1,1,2,4,29,40,4,0,0,0,0
"209",13031110500,98,107,694,127,112,123,91,137,103,123,490,116,115,137,115,248,83,70,92,34,45,31,16,7,88,82,81,68,71,56,29,12,4,8,9,7,5,4,0,1,4,1,8,12,6,5,2,0,5,7,12,2,3,0,0,0,10,7,15,4,2,2,1,0,5,8,31,7,6,2,0,0,9,2,15,6,2,3,0,2
"210",13031110601,210,214,316,224,243,218,187,179,218,203,323,243,245,277,216,283,139,128,118,90,86,60,49,26,138,128,167,123,108,94,70,57,12,7,12,15,16,6,7,3,14,8,10,18,10,9,7,5,11,8,2,1,4,1,3,1,20,12,8,2,1,5,3,2,16,5,19,12,7,15,0,3,19,14,18,14,9,3,4,4
"211",13031110602,138,133,160,144,147,135,94,60,134,108,167,130,148,146,100,72,223,144,122,82,68,71,36,13,190,135,194,132,114,114,41,30,3,13,10,5,14,2,1,1,5,10,4,11,14,2,4,0,13,12,0,1,4,2,4,0,20,9,2,5,2,5,2,3,6,12,8,5,8,1,1,0,8,6,6,7,3,3,1,0
"212",13031110700,453,566,1005,478,441,391,282,187,401,491,798,507,448,420,295,254,95,102,79,75,88,78,40,24,97,96,86,91,85,84,41,44,3,4,10,4,8,4,1,1,6,7,11,10,5,7,3,0,21,20,18,7,3,3,4,2,37,15,13,9,6,12,6,1,33,25,48,31,17,6,2,1,43,29,30,25,15,4,2,3
"213",13031110800,105,117,124,110,142,109,87,63,99,144,113,101,142,96,95,67,65,77,40,33,49,47,31,19,44,54,53,50,57,55,25,29,1,2,0,1,3,1,1,1,3,2,1,2,2,2,1,2,9,6,1,2,0,1,3,1,2,5,2,1,1,2,3,3,0,4,5,1,2,2,1,0,3,6,2,2,4,1,0,0
"214",13031110900,424,442,310,387,441,525,303,202,384,389,362,393,444,509,297,247,44,54,32,39,44,44,38,13,44,45,42,40,49,49,33,21,4,0,4,3,0,1,3,0,2,5,8,2,2,4,0,1,12,8,10,6,7,6,1,1,25,9,5,5,10,5,4,2,5,6,17,7,10,10,5,0,14,8,7,3,7,2,2,2
"215",13039010100,110,148,117,148,185,203,151,93,147,130,109,139,201,216,147,107,36,46,28,33,39,58,37,39,31,47,40,22,71,59,39,49,0,2,0,0,0,1,0,0,0,1,2,2,1,0,0,0,2,3,0,0,3,1,2,0,3,6,0,6,3,0,1,1,10,2,2,2,3,2,3,2,6,3,3,3,1,3,3,1
"216",13039010200,237,262,214,227,292,299,204,109,198,257,199,232,297,299,186,137,65,107,102,68,87,70,55,40,87,75,79,53,99,93,69,56,0,1,0,1,0,2,0,0,1,1,3,0,2,5,1,0,15,18,4,6,5,6,2,1,18,26,10,10,7,3,3,2,9,9,7,3,8,2,3,1,15,7,8,11,8,7,2,1
"217",13039010301,374,393,483,330,429,422,254,133,369,366,466,344,440,415,262,173,161,138,112,96,108,87,37,16,125,156,109,134,133,84,36,25,0,4,3,1,3,3,3,0,1,5,5,6,8,12,4,3,42,31,20,9,10,11,3,1,42,28,20,24,10,12,3,3,47,34,41,23,26,9,5,2,45,40,42,28,18,6,10,2
"218",13039010302,229,223,226,186,220,198,119,74,197,207,258,208,216,188,129,59,67,104,62,53,78,68,44,36,83,114,72,80,95,91,65,42,4,3,1,4,0,1,1,0,2,2,1,5,5,3,1,0,22,13,4,3,2,1,1,1,28,24,5,4,7,6,2,1,19,10,28,9,5,4,1,2,11,14,17,6,8,3,2,0
"219",13039010401,645,518,804,589,410,236,137,85,603,511,741,537,395,278,188,100,225,248,159,174,170,96,50,13,182,231,190,179,203,140,38,23,17,18,23,32,9,13,6,0,26,21,27,43,23,21,4,5,70,48,35,23,16,10,4,1,77,55,35,23,25,10,4,1,89,81,91,52,29,13,11,4,87,87,65,55,43,13,12,8
"220",13039010402,306,302,271,287,305,291,207,173,287,299,257,285,324,306,195,190,49,65,28,37,57,10,19,6,49,58,39,55,52,31,18,11,2,10,3,4,6,4,3,2,8,7,3,11,18,11,5,3,20,23,17,4,1,7,4,2,23,23,10,8,12,4,3,5,37,30,21,16,16,12,4,0,35,35,18,17,20,9,8,4
"221",13039010403,199,211,161,140,226,203,267,133,195,174,176,161,221,226,263,116,39,41,22,22,24,36,12,9,26,37,34,23,37,34,15,10,9,6,4,2,9,2,1,1,7,8,2,5,9,6,4,2,7,8,6,1,3,5,2,2,12,23,4,3,5,3,4,1,17,18,22,6,12,2,1,2,13,26,20,8,13,4,2,3
"222",13039010500,128,180,1027,164,22,2,10,3,122,57,189,47,7,1,5,2,25,29,128,21,7,0,3,0,27,19,25,13,4,1,0,0,0,5,25,2,1,0,0,0,0,0,3,0,0,0,0,1,14,6,51,6,0,0,0,0,23,12,10,5,0,0,0,0,30,45,133,30,2,0,0,0,30,10,33,9,1,2,0,0
"223",13039010601,279,247,342,220,301,298,252,175,236,240,345,237,332,353,278,240,125,111,116,46,76,76,34,32,125,109,148,78,100,87,47,47,0,2,8,5,2,1,5,3,2,4,8,6,6,5,6,5,41,19,19,7,7,5,1,1,50,19,20,6,10,7,3,4,38,37,54,26,23,9,11,3,31,32,37,15,19,16,8,8
"224",13039010602,43,56,68,67,55,74,68,25,53,62,54,57,63,78,66,23,1,4,5,2,1,8,3,2,3,3,2,1,3,4,2,2,2,1,0,2,0,1,2,0,3,2,0,1,1,0,0,1,4,2,0,1,1,1,0,0,3,5,1,0,1,1,1,0,3,4,4,6,1,4,2,0,3,1,2,4,3,0,3,0
"225",13039990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",13043950100,201,216,171,153,202,225,204,166,192,169,171,188,231,214,241,216,121,126,85,81,64,96,68,44,138,140,113,94,87,102,69,78,3,3,1,1,5,0,0,0,0,4,2,1,5,3,0,1,4,6,2,0,2,2,1,1,3,4,2,1,1,2,1,2,50,36,40,41,15,9,4,4,57,25,29,31,12,2,3,4
"227",13043950200,159,145,147,135,166,188,172,114,132,151,142,146,161,181,155,189,51,46,41,40,39,38,23,12,56,51,43,54,41,46,37,20,3,2,0,2,1,1,2,1,3,3,3,1,2,2,2,0,3,3,2,1,4,0,0,0,6,1,0,0,3,3,0,3,45,34,41,25,13,10,2,1,50,20,29,31,14,5,2,0
"228",13043950300,81,86,83,56,108,87,97,53,82,89,75,78,93,96,87,55,18,41,19,32,26,56,37,24,18,25,26,21,47,55,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,2,2,0,0,0,5,4,1,3,0,1,1,0,53,51,109,68,37,18,12,2,53,28,34,34,22,15,6,1
"229",13049010100,335,352,398,392,500,388,297,249,289,325,289,299,400,350,285,301,186,227,492,446,352,259,110,72,189,197,135,167,186,165,100,108,6,7,4,8,7,3,2,0,1,2,2,7,2,2,2,0,19,18,10,10,10,9,9,7,29,13,8,11,10,7,7,6,11,12,56,68,28,14,8,1,11,4,16,2,9,8,0,4
"230",13049010200,159,212,135,151,215,217,161,124,150,155,132,179,185,185,169,138,2,3,4,3,4,8,1,4,7,0,3,1,6,3,2,1,1,1,0,0,0,3,2,0,3,7,0,0,1,3,0,0,3,4,0,0,1,6,4,1,3,5,2,1,3,2,7,1,11,11,3,3,5,2,0,1,4,2,8,1,3,2,0,2
"231",13051000100,2,151,94,2,1,13,1,0,0,266,98,2,0,1,1,1,228,50,44,12,7,13,4,2,228,68,198,32,23,29,6,9,0,7,12,0,0,0,0,0,0,23,9,0,0,0,0,0,6,9,7,0,2,0,0,0,4,17,6,2,0,0,0,0,4,26,15,1,0,1,0,0,5,47,21,1,0,0,0,0
"232",13051000300,20,51,267,95,75,88,87,36,14,60,305,58,48,68,63,25,16,5,26,21,44,55,23,1,17,9,34,6,8,3,4,4,0,2,30,3,2,0,0,0,0,5,44,3,0,0,1,0,3,3,9,3,4,3,1,1,1,3,10,2,1,2,0,0,3,7,22,7,8,3,1,0,1,12,41,7,0,0,2,0
"233",13051000601,1,166,171,31,18,12,1,1,1,365,163,6,3,4,3,0,218,266,247,212,203,218,113,114,217,280,228,193,202,191,169,221,0,7,17,0,0,0,0,0,0,13,28,0,0,0,0,0,5,19,11,0,3,0,1,0,6,22,16,3,3,1,0,2,4,29,29,2,0,2,1,0,1,41,22,0,1,1,0,0
"234",13051000900,5,12,98,42,39,50,71,80,6,17,146,28,38,42,84,99,2,2,4,1,1,0,19,15,1,1,3,0,1,5,28,41,0,0,4,1,1,0,0,0,0,0,7,2,1,0,0,1,0,0,3,2,0,1,1,2,0,0,3,0,2,1,3,0,0,1,7,5,1,2,1,0,0,2,11,3,1,1,1,1
"235",13051001100,9,5,159,56,28,33,15,6,12,14,176,36,24,25,24,5,137,128,105,52,50,66,35,23,139,138,143,105,97,76,51,54,0,0,21,2,0,0,0,0,0,2,40,2,0,0,0,0,1,5,10,3,0,0,0,0,9,4,6,1,0,1,0,0,4,4,10,2,2,1,0,1,1,3,21,5,3,1,0,1
"236",13051001200,2,0,5,6,1,0,1,0,6,4,6,8,0,1,0,0,356,191,119,47,38,62,38,15,324,195,257,140,135,99,61,62,0,0,3,0,0,0,0,0,2,0,3,1,0,0,1,0,6,2,2,0,0,1,0,0,6,2,0,3,0,1,1,0,2,0,0,1,0,0,0,0,3,1,2,1,0,2,0,0
"237",13051001500,10,15,146,51,46,35,43,15,17,23,178,42,28,32,32,14,17,7,19,10,17,40,33,15,16,15,24,13,20,40,18,15,0,1,6,2,0,1,1,0,0,0,7,1,0,1,0,0,1,0,6,1,2,2,0,0,2,2,9,1,2,1,0,0,3,2,15,5,4,1,1,1,4,2,16,6,1,3,0,1
"238",13051002000,1,10,119,29,17,16,3,1,10,23,117,20,16,10,10,2,104,99,75,67,65,88,46,38,93,89,97,85,62,86,49,60,0,2,4,0,0,3,0,0,0,1,4,0,0,0,0,0,4,1,11,2,1,0,2,1,3,6,7,0,3,2,1,1,1,2,8,1,3,1,0,0,0,1,8,0,2,0,0,0
